chpatno,slokano,sentno,Word,Sandhied Word,Hindi Meaning,English Meaning
06,065,1,,असौ,असु_में,-
06,065,1,,नृप,राजा,-
06,065,1,,इन्दीवरश्यामतनु,इन्दीवर-श्याम-तनु,-
06,065,1,,(अस्ति),-,-
06,065,1,,त्वं,-,-
06,065,1,,रोचनअगौर,प्रकाश_करने_वाला-अ-गौर,-
06,065,1,,(अस्ति),-,-
06,065,1,,तडित्तोयदयोः,तोयदों_में,-
06,065,1,,इव,जैसे,-
06,065,1,,वां,आपका,-
06,065,1,,योगः,योग,-
06,065,1,,परिवृद्धये,परि-,-
06,065,1,,अस्तु,हो,-
06,066,1,,स्वसु,बहन,-
06,066,1,,अधिपते,अधिपति_से,-
06,066,1,,लेभे,ध्_लभ्1_अप्_स्क्या,-
06,066,1,,अन्तरम्,अन्तर_को,-
06,066,1,,चेतसि,चेतना_में,-
06,066,1,,तदीयः,-,-
06,066,1,,उपदेश,नः-उपदेश_ने,-
06,066,1,,बद्धकोशे,बाँधा-कोशा,-
06,066,1,,इव,जैसे,-
06,066,1,,नक्षत्रनाथान्शुः ,चन्द्र को ,-
06,066,1,,अरविन्दे,कमल_में,-
06,066,1,,न,-,-
06,066,1,,(लेभे),प्राप्त_नहीं_हुआ,-
06,066,1,,(अन्तरम्),अन्तर_को,-
06,066,1,,(न),-,-
06,067,1,,सञ्चारिणी,सञ्चारिन्_ने,-
06,067,1,,दीपशिखा,दीपक-चोटियाँ,-
06,067,1,,इव,जैसे,-
06,067,1,,रात्रौ,रात_में,-
06,067,1,,यं,जो,-
06,067,1,,यं,जो,-
06,067,1,,व्यतीयाय,वि_अति_इ1_प्प्_स्क्या,-
06,067,1,,पतिंवरा,पति,-
06,067,1,,सा,-,-
06,067,1,,अट्ट,अट्ट,-
06,067,1,,इव,जैसे,-
06,067,1,,प्रपेदे,शरण_गया,-
06,067,1,,भावं ,भाव_को,-
06,067,1,,स,उस,-
06,067,1,,स,उसने,-
06,067,1,,भूमिपाल,भूमि-पाल,-
06,068,1,,तस्यां,उसमें,-
06,068,1,,रघोः,रघु_की,-
06,068,1,,सूनुः,सूनु,-
06,068,1,,उपस्थितायां,उप_ष्था1या_हुई,-
06,068,1,,वृणीत,-,-
06,068,1,,मां,मुझे,-
06,068,1,,न,नेती,-
06,068,1,,इति,-,-
06,068,1,,(विचिन्त्य),-,-
06,068,1,,समाकुल,वर्ष-,-
06,068,1,,अभूत्,ध्_भू1_प्प्_स्क्या,-
06,068,1,,वामेतरः,तरः,-
06,068,1,,संशयम्,शंका_को,-
06,068,1,,अस्य,इसकी,-
06,068,1,,बाहुः,भुजा_ने,-
06,068,1,,उच्छ्वसितै,विवसित_हुआ_हुआ,-
06,068,1,,नुनोद,ध्_णुद्1_प्प्_स्क्या,-
06,069,1,,तं,वह,-
06,069,1,,प्राप्य,प्र_आङ्_आप्1_कर,-
06,069,1,,सर्व-अवयवान्-अवद्यं,-,-
06,069,1,,अवद्यं,-,-
06,069,1,,व्यावर्तत,वि_आङ्_वृत्1_अप्_स्क्या,-
06,069,1,,अन्य-उपगमात्,अन्य-,-
06,069,1,,कुमारी,कन्या_ने,-
06,069,1,,षट्-पद-आलि,छः-पैर-आलि,-
06,069,1,,प्रफुल्लम्,प्रफुल्ल_को,-
06,069,1,,सहकारम्,सह-सह2-,-
06,069,1,,एत्य,आ_कर,-
06,069,1,,वृक्ष-अन्तरम्,वृक्ष-अन्तर,-
06,069,1,,न,नहीं,-
06,069,1,,काङ्क्षति,ध्_काक्ष्1_प्प्_स्क्ता_है,-
06,070,1,,तस्मिन्,उसमें,-
06,070,1,,सं-आवेशित-चित्त-वृत्तिम्,-,-
06,070,1,,इन्दु-प्रभाम्,चन्द्रमा-प्रभा,-
06,070,1,,इन्दुमतीम्,इन्दु,-
06,070,1,,अवेक्ष्य,देख_कर,-
06,070,1,,प्रचक्रमे,-,-
06,070,1,,वक्तुम्,कहने~के_लिये,-
06,070,1,,सविस्तरम्,विवरण_के_साथ,-
06,070,1,,वाक्यं,वाक्य_को,-
06,070,1,,इदं,यह,-
06,070,1,,सुनन्दा,सुनन्दे_से,-
06,071,1,,इक्ष्वाकुवंश्यः,इक्ष्वाकु-बांसुरियाँ,Monarch of Ikshvaku dynasty
06,071,1,,ककुदं,-,The foremost one(Shreshtha)
06,071,1,,नृपाणां,राजाओं_का,Among Kings
06,071,1,,अहितलक्षणो,-,Familiar by characteristics
06,071,1,,ककुत्स्थ,ककुत्स्थ,Bear  patronymic of kakutsthaas 
06,071,1,,इति,ऐसा,by/ thus
06,071,1,,(कश्चित्),कोई,Anyone
06,071,1,,अभूत्,हुआ,There was
06,071,1,,यत  (यस्मात् ),जिससे,"From where, From whom"
06,071,1,,उन्नतेच्छाः,इच्छ,Of high ideals
06,071,1,,उत्तरकोसलेन्द्राः,उत्तर-कोसला-इन्द्र,North Kosala Kings
06,071,1,,श्लाघ्यं,प्रशंसित,Praise Worthy
06,071,1,,काकुत्स्थशब्दं,ककुत्स्थवंशी-शब्द,Bear  patronymic of kakutsthaas 
06,071,1,,दधति,धारण_करते_हैं,(they are) Bearing
06,072,1,,यः,जिसने," who, which king kakustha"
06,072,1,,संयति,संयत्_में,In battle
06,072,1,,महोक्षरूपं,महाकाय_बैल-रूप_को,In form of great bull
06,072,1,, महेन्द्र,महान्-इन्द्र,Great Indra( in form of bull)
06,072,1,,मास्थाय,स्थित_हो_जा_कर,"Bestriding, taking up"
06,072,1,,प्राप्तपिनाकिलीलः,आप्-शिव-लीला,while he attained the dexterity of shiva because he mounted a great bull
06,072,1,,(सन्),सज्जन,-
06,072,1,,बाणैर्,बाणों_से,With arrows
06,072,1,,असुरअङ्गनानां ,राक्षस-अङ्गनाओं_के,Female Demons
06,072,1,,गण्डस्थलीः,गलकण्ड_रोग-स्थल,At the place of cheeks
06,072,1,,प्रोषितपत्रलेखाः,आवासस्थान-पत्त्र-लेखों_को,dissapearing of ornamental designs on cheeks
06,072,1,,चकार,ध्_कृ3_प्प्_स्क्या,He whomade
06,073,1,,एरावतास्फालनविश्लथं,ऐरावत-आस्फालन-ढीला,"patting, flapping Indra's elephant with hand untied "
06,073,1,,यः,जिस,who
06,073,1,,संघट्टयन्नड्गदमड्गदेन,अङ्गद,rubbing
06,073,1,,-,अङ्गद_से,bracelt
06,073,1,,-,ण्थ्ता_हुआ,with armlet of kakutstha
06,073,1,,-,प्राप्त_की,-
06,073,1,,स्वामपि ,स्वा_,his own 
06,073,1,,-,भी,even
06,073,1,,मूर्तिमग्र्यामर्धासनम्,मूर्ति_को,form (physique)
06,073,1,,-,प्रमुख_को,best
06,073,1,,-,आधा-आसन,half-seat throne
06,073,1,,गोत्रभिदोस्धितष्ठौ,गोत्रभिद्_से,one who cut the wings of mountains (indra)
06,073,1,,-,रहा,one who sat. 
06,074,1,,जातः,हुआ,is born
06,074,1,,कुले,कुल_में,in (his) dynasty
06,074,1,,तस्य,उसके,his 
06,074,1,,किलोरुकीर्तिः,प्रसिद्ध_को,they say
06,074,1,,-,उरु-कीर्ति,renowned
06,074,1,,कुलप्रदीपः,कुल-प्रदीप,who is the luminescence for the dynasty
06,074,1,,नृपतिर्दिलीपः,राजा,king
06,074,1,,-,-,dilipaH 
06,074,1,,अतिष्ठत्,रहा,-
06,074,1,,एकोन-शतक्रतुत्वे,सौ-क्रतु_में,-
06,074,1,,शक्राभ्यसूयाविनिवृत्तये  ,इन्द्र-अभ्यसूया-विनिवृत्ति_को,-
06,074,1,,यः,जो,-
06,075,1,,यस्मिन्,जिसमें,-
06,075,1,,महीम्,पृथ्वी,-
06,075,1,,शासति,ध्_शास्1_प्प्_स्क्ते_हैं,-
06,075,1,,वातः,जाते_हुए,-
06,075,1,,अपि,भी,-
06,075,1,,विहारार्धपथे,-,-
06,075,1,,निद्रां,निद्रा,-
06,075,1,,गतानाम्,गयीं_हुईं,-
06,075,1,,वाणिनीनां,वाणिनियों_के,-
06,075,1,,वस्त्राणि,वस्त्रों_को,-
06,075,1,,न,नहीं,-
06,075,1,,अस्रंसयत्,-,-
06,075,1,,कः,कौन,-
06,075,1,,आहरणाय,करवाने~के_लिये,-
06,075,1,,हस्तं,हाथ_को,-
06,075,1,,लम्बयेत्,-,-
06,076,1,,विश्वजितः,विश्वजित्_के,-
06,076,1,,महाक्रतोः,महायज्ञ_से,-
06,076,1,,प्रयोक्ता,योग्य_हुआ,-
06,076,1,,तस्य,उसका,-
06,076,1,,पुत्रः,पुत्र,-
06,076,1,,रघुः,रघु,-
06,076,1,,पदम्,पैर,-
06,076,1,,प्रशास्ति,प्र_शास्1_प्प्_स्क्ता_है,-
06,076,1,,यः,जिसने,-
06,076,1,,चतुर्दिगवर्जितसंभृतां,-,-
06,076,1,,विभूतम्,-,-
06,076,1,,मृत्-पात्र-शेषाम्,मिट्टी-पात्र-शेष_को,-
06,076,1,,अकरोत्,ध्_कृ3_प्प्_स्क्या,-
06,077,1,,अद्रीन्,पर्वत,-
06,077,1,,आरूढम्,चढा_हुआ,-
06,077,1,,उदधीन्,समुद्र,-
06,077,1,,वितीर्णं,बांटा_हुआ,-
06,077,1,,भुजंगमानां,सर्पों_के,-
06,077,1,,वसतिं,निवास_में,-
06,077,1,,प्रविष्टम्,प्रवेश_किया_हुआ,-
06,077,1,,ऊर्ध्वं,ऊर्ध्व,-
06,077,1,,गतं,ध्_गम्1या_हुआ,-
06,077,1,,अनुबन्धि,-,-
06,077,1,,च,-,-
06,077,1,,यस्य,जिसका,-
06,077,1,,यशः,यशः,-
06,077,1,,इयत्तया,माला_से,-
06,077,1,,परिच्छेत्तुं,तराजू,-
06,077,1,,न,नहीं,-
06,077,1,,अलम्,बस,-
06,078,1,,असौ,तलवार_में,-
06,078,1,,कुमारः,कुमार,-
06,078,1,,त्रिविष्टपस्य,संसार_के,-
06,078,1,,पतिम्,पति,-
06,078,1,,जयन्तः,जयन्त,-
06,078,1,,इव,जैसे,-
06,078,1,,तम्,उसको,-
06,078,1,,अनुजातः,-,-
06,078,1,,(-),-,-
06,078,1,,दम्यः,नया_बछड्॥़आ,-
06,078,1,,यः,जो,-
06,078,1,,गुर्वी,गुरु,-
06,078,1,,भुवनस्य,भुवन_के,-
06,078,1,,घुरं,भार_को,-
06,078,1,,धुर्येण,धुर्य_से,-
06,078,1,,पित्रा,पिता,-
06,078,1,,सदृशम्,सदृश,-
06,078,1,,बिभर्ति,ध्_भृ2_प्प्_स्क्ता_है,-
06,078,1,,(इव),-,-
06,078,1,,(बिभर्ति),ध्_भृ2_प्प्_स्क्ता_है,-
06,079,1,,कुलेन,कुल_से,-
06,079,1,,कान्त्या,चमक_से,-
06,079,1,,वयसा,आयु_से,-
06,079,1,,नवेन,नव_से,-
06,079,1,,गुणैः,गुणों_से,-
06,079,1,,च,और,-
06,079,1,,तैः,वे,-
06,079,1,,तैः,उन,-
06,079,1,,विनय-प्रधानैः,विनय-प्रधानों_से,-
06,079,1,,त्वम्,तुम,-
06,079,1,,आत्मनः,आत्मा_से,-
06,079,1,,तुल्यम्,तुल्य,-
06,079,1,,अमुम्,अदस्_को,-
06,079,1,,वृणीष्व,ध्_वृ2_अप्_स्क्यें,-
06,079,1,,रत्नम्,रत्न,-
06,079,1,,समागच्छतु,आये,-
06,079,1,,काञ्चनेन,सोने_के_से,-
06,080,1,,ततः,वहाँ_से,-
06,080,1,,सुनन्दा-वचन-अवसाने,सुनन्दा-ण्थ्ने~में,-
06,080,1,,लज्जाम्,लज्जा,-
06,080,1,,तनू-कृत्य,शरीर-कृत्य,-
06,080,1,,नरेन्द्र-कन्या,नरेन्द्र-कन्या_ने,-
06,080,1,,दृष्ट्या,दृष्टि_से,-
06,080,1,,प्रसाद-अमलया,प्रसाद-अमला,-
06,080,1,,कुमारम्,कुमार_को,-
06,080,1,,प्रत्यग्रहीत्,लिया,-
06,080,1,,संवरण-स्रजा,आवरण-ण्थ्ने~से,-
06,080,1,,इव,जैसे,-
06,080,1,,सति,-,-
06,081,1,,सा,उसने,-
06,081,1,,यूनि,युवक_में,-
06,081,1,,तस्मिन्,उसमें,-
06,081,1,,अभिलाष-बन्धम्,अभिलाषा-बन्ध,-
06,081,1,,शालीनतया,शालि,-
06,081,1,,वक्तुम्,ध्_वच्1ने~के_लिये,-
06,081,1,,न,नहीं,-
06,081,1,,शशाक,ध्_शक्2_प्प्_स्क्या,-
06,081,1,,अराल-केश्याः,-,-
06,081,1,,सा,-,-
06,081,1,,रोमाञ्चलक्ष्येण,-,-
06,081,1,,गात्र-यष्टिम्,-,-
06,081,1,,भित्वा,-,-
06,081,1,,निराक्रामत्,-,-
06,082,1,,सख्यां,सखियों_का,-
06,082,1,,तथागतायां,तथागता_में,-
06,082,1,,सत्यां,सच्चाई_को,-
06,082,1,,सखी,सखी,-
06,082,1,,वेत्र-भृत्,वेत-भृत्,-
06,082,1,,हे,हे,-
06,082,1,,आर्ये,आर्यायें,-
06,082,1,,अन्यतः,जिये,-
06,082,1,,व्रजामः,जाते_हैं,-
06,082,1,,इति,ऐसा,-
06,082,1,,परिहास-पूर्वं,हस्1_को,-
06,082,1,,आबभाषे,बोला,-
06,082,1,,अथ,और,-
06,082,1,,वधूः,बहू,-
06,082,1,,एनां,इसको,-
06,082,1,,असूया-कुटिलं,असूया-टेढे_ने,-
06,082,1,,ददर्श,देखा,-
06,085,1,,शशिनम्,चाँद_को,-
06,085,1,,उपगता,नजदीक_गयी_हुई,-
06,085,1,,इयम्,ई_को,-
06,085,1,,कौमुदी,कौमुद,-
06,085,1,,मेघमुक्तम्,मेघ_को,-
06,085,1,,(अस्ति),-,-
06,085,1,,जल-निधिम्,जल-निधि_को,-
06,085,1,,अनुरूपम्,अनुरूप_को,-
06,085,1,,जह्नु-कन्या,-,-
06,085,1,,अवतीर्णा,-,-
06,085,1,,(च),-,-
06,085,1,,इति,ऐसा,-
06,085,1,,सम-गुण-योग-प्रीतयः,समान-गुण-योग-प्रसन्नता,-
06,085,1,,तत्र,वहाँ,-
06,085,1,,पौराः,पौरें,-
06,085,1,,श्रवण-कटु,कान-श्रवण2-_को,-
06,085,1,,नृपाणाम्,राजाओं_का,-
06,085,1,,एक-वाक्यम्,-,-
06,085,1,,विवव्रुः,वि_वृ1_प्प्_स्क्या,-
07,002,1,,-,सेनाशिविरों_को,-
07,002,1,,सेनानिवेशान्पृथिवीक्षितोऽपि ,राजा,-
07,002,1,,-,और,-
07,002,1,,जग्मुर्विभातग्रहमन्दभासः,गये,-
07,002,1,,-,सुर्योदय_के_पहले_ग्रहों_की_मन्द_चमक_जैसे        ,-
07,002,1,,भोज्यां ,इन्दुमती_को        ,-
07,002,1,,प्रति,मिलने_की,-
07,002,1,,व्यर्थमनोरथत्वाद्रूपेषु,इच्छा_से      ,-
07,002,1,,-,रूप_में,-
07,002,1,,वेशेषु,वेश_में,-
07,002,1,,च,और,-
07,002,1,,साभ्यसूयाः,वसत्रालंकार_की_निन्दा_करते_हुए,-
07,003,1,,सान्निध्ययोगात्किल,पड्Zओस-योग_से,-
07,003,1,,-,अवश्य,-
07,003,1,,तत्र,वहाँ,-
07,003,1,,शच्याः,शची-का,-
07,003,1,,स्वयंवरक्षोभकृतामभावः,वर1-वरों_का,-
07,003,1,,-,अभाव,-
07,003,1,,काकुत्स्थमुद्दिश्य,ककुत्स्थवंशी_को,-
07,003,1,,-,दिखाना_प्रकट_करके,-
07,003,1,,समत्सरोऽपि,स-ईर्ष्यालु,-
07,003,1,,अपि,भी,-
07,003,1,,शशाम,ध्_शम्1_प्प्_स्क्या,-
07,003,1,,तेन,उससे,-
07,003,1,,क्षितिपाललोकः,पृथ्वी-क्षिति2-पाल-_ने,-
07,003,1,,-,-,-
07,004,1,,स,वह,-
07,004,1,,वरः,श्रेष्ठ,-
07,004,1,,वध्वा,बहू_का,-
07,004,1,,सह,साथ,-
07,004,1,,तावत्प्रकीर्णाभिनवोपचारमिन्द्रायुधद्योतिततोरणाङ्कम्,तब_तक,-
07,004,1,,-,अस्त_व्यस्त-नया-उपचार,-
07,004,1,,-,इन्द्रायुध-द्योतित-तोरणा-अंक_को,-
07,004,1,,ध्वजच्छायनिवारितोष्णम्,ध्वज-छाय-निवारित-गरम,-
07,004,1,,राजमार्गम्,राजा-मार्ग,-
07,004,1,,प्राप,प्राप्त_हुआ,-
07,006,1,,सहसा,अचानक,in_haste
07,006,1,,आलोकमार्गं,मार्ग/खिड़की_के_मार्ग_को ,the_path_to_the_window
07,006,1,,व्रजन्त्या,जाती_हुई,going_towards
07,006,1,,कयाचिदुद्वेष्टनवान्तमाल्यः,किसीसे/किसी_स्त्री_द्वारा,some_lady
07,006,1,,-,घेरा_डालना/बंधी_हुई_माला_से_गिरते_फूल,woven_garland_whose_flowers_have_loosened
07,006,1,,तावत्करेण,हाथ_से,by_hands
07,006,1,,रुद्धोऽपि,बाधायुक्त/बंधा_होने,to_obstruct
07,006,1,,-,भी,also
07,006,1,,च,और,and
07,006,1,,केशपाशः,केश-पाश,hair_braid
07,006,1,,-,तब_तक,meanwhile
07,006,1,,बन्द्धुं,बांधने_के_लिये,to_tie
07,006,1,,न,नहीं,did_not
07,006,1,,संभावित,सम्भावित/विचारित,to_think
07,006,1,,एव,ही,such
07,006,1,,(-),हुआ,become
07,007,1,,काचिद्द्रवरागमेव,किसी,-
07,007,1,,प्रसाधिकालम्बितमग्रपादमाक्षिप्य,प्रसाधिक-ण्थ्या_हुए,-
07,007,1,,-,द्रव-राग,-
07,007,1,,-,ही,-
07,007,1,,-,आगे-पैर,-
07,007,1,,-,उपहास_करके,-
07,007,1,,उत्सृष्टलीलागतिरागवाक्षादलक्तकाङ्कां,-,-
07,007,1,,-,आ-गवाक्ष_से,-
07,007,1,,-,अलक्तक-अङ्का_को,-
07,007,1,,पदवीम्,पदवी_को,-
07,007,1,,ततान,फैलाया,-
07,008,1,,-,दूसरी_स्त्री,-
07,008,1,,दक्षिणमञ्जनेन,-,-
07,008,1,,विलोचनं ,दाहिने_नेत्र_को,-
07,008,1,,-,काजल_से        ,-
07,008,1,,संभाव्य ,लगाके        ,-
07,008,1,,तद्वञ्चितवामनेत्रा,वञ्चित_बाहिने_नैत्र_को_वंचीत,-
07,008,1,,तथैव,वैसे_ही,-
07,008,1,,शलाकामपरा,काजल_की_शलाक_को,-
07,008,1,,वहन्ती,चली_गयी,-
07,008,1,,वातायनसंनिकर्षं ,"खिड़की_के पास
",-
07,008,1,,ययौ,गयी,-
07,009,1,,-,अन्य_,-
07,009,1,,जालान्तरप्रेषितदृष्टिरन्या,-,-
07,009,1,,प्रस्थानभिन्नाम्,-,-
07,009,1,,नीवीम्,नीवी_को,-
07,009,1,,न,नहीं,-
07,009,1,,बबन्ध,बन्ध्1_प्प्_स्क्या,-
07,009,1,,(-),किन्तु,-
07,009,1,,नाभिप्रविष्टाभरणप्रभेण,-,-
07,009,1,,हस्तेन,हाथ_से,-
07,009,1,,वासः,वस्त्र_ने,-
07,009,1,,तस्थाववलम्ब्य,ण्थ्_कर,-
07,009,1,,-,ष्था1_प्प्_स्क्या,-
07,009,1,,-,-,-
07,010,1,,सत्वरमुत्थितायाः,चुस्त_को,-
07,010,1,,-,-,-
07,010,1,,कस्याश्चिदासीद्रशना,किसीसे,-
07,010,1,,अर्धाञ्चिता,-,-
07,010,1,,दुर्निमिते,-,-
07,010,1,,पदे,पैर_को,-
07,010,1,,पदे,पैर_को,-
07,010,1,,गलन्ती,-,-
07,010,1,,-,रशना,-
07,010,1,,तदानीमङ्गुष्ठमूलार्पितसूत्रशेषा,तब,-
07,010,1,,-,अङ्गुष्ट-मूलार्पित-सूत्र-शेष,-
07,010,1,,-,था,-
07,011,1,,1,"षष्ठीसम्बन्धः,2",उनके
07,011,1,,2,"करणम्,4",मुखों_से
07,011,1,,-,"विशेषणम्,2",द्राक्ष आदि पानीयों की महक से भरित उनके मुखों से
07,011,1,,-,"विशेषणम्,7",भरित वह जगह
07,011,1,,3,"विशेषणम्,1",उत्सुकता से भरित उन महिलाओं के
07,011,1,,4,"विशेषणम्,2",हिल रहे उन भौर-रूपी नेत्रों से 
07,011,1,,-,"कर्ता,10",खिडकियाँ
07,011,1,,5,"उपमानम्,9",हजार पंखुडीवाले कमल
07,011,1,,6,"उपमानद्योतकः,10",जैसे
07,011,1,,-,"अभिहित_कर्ता,5;सकर्मक",(लग रहे) थे
07,012,1,,ता, वे नारियाँ (उन नारियों का मन),-
07,012,1,,राघवम्,राघव (के सौन्दर्य) को,-
07,012,1,,दृष्टिभिरापिबन्त्यो,दृष्टियों से,-
07,012,1,,-,पी रही,-
07,012,1,,नार्यो,वे नारियाँ (उन नारियों का मन),-
07,012,1,,न,नहीं ,-
07,012,1,,जग्मुर्विषयान्तराणि,तरफ दौडे (दौडा) ,-
07,012,1,,-,दूसरे विषयों की तरफ ,-
07,012,1,,तथा,इसी कारण से,-
07,012,1,,हि,निश्चित रूप से,-
07,012,1,,शेषेन्द्रियवृत्तिरासां,बचे हुये अन्य इन्द्रियों की गति,-
07,012,1,,-,उनके,-
07,012,1,,सर्वात्मना,पूर्ण रूप से,-
07,012,1,,चक्षुरिव,आँखॊं मे ही,-
07,012,1,,-,ऐसा लग रहा था की….....हो,-
07,012,1,,प्रविष्टा,समा गयी,-
07,013,1,,भोज्या,-,-
07,013,1,,परोक्षैः,परोक्षों_से,-
07,013,1,,भूपतिभिः,भू-पतियों_से,-
07,013,1,,वृता,छिपाया_गये_से,-
07,013,1,,स्वयम्वरम्,-,-
07,013,1,,-,ही,-
07,013,1,,साधुममंस्त,साधु_को,-
07,013,1,,-,-,-
07,013,1,,स्थाने,-,-
07,013,1,,-,अन्यथा,-
07,013,1,,-,अदस्,-
07,013,1,,पद्मेव,पद्मा,-
07,013,1,,नारायणमन्यथासौ ,नारायण_को,-
07,013,1,,-,जैसे,-
07,013,1,,-,आत्म-तुल्य_को,-
07,013,1,,कान्तम्,-,-
07,013,1,,कथमात्मतुल्यम्,कैसे,-
07,013,1,,लभेत,प्राप्त_हो,-
07,013,1,,(-),-,-
07,013,1,,(-),-,-
07,014,1,,स्पृहणीयशोभम्,चाहने_के_योग्य-शोभ_को,-
07,014,1,,-,यह,-
07,014,1,,द्वन्द्वमयोजयिष्यत्,जोडे_को,-
07,014,1,,चेदिदं,तो,-
07,014,1,,परस्परेण,परस्पर_से,-
07,014,1,,न,नहीं,-
07,014,1,,-,चित्त_स्थिर_करता_है_तो,-
07,014,1,,अस्मिन्द्वये,इसमें,-
07,014,1,,-,दोहरे,-
07,014,1,,प्रजानाम्,प्रजा_का,-
07,014,1,,पत्युः,पति_से,-
07,014,1,,रूपविधानयत्नः,-,-
07,014,1,,वितथोऽभविष्यत्,वितथ,-
07,014,1,,-,होता_है_तो,-
07,015,1,,-,ये,-
07,015,1,,नूनमिमावभूतां,अवश्य,-
07,015,1,,रतिस्मरौ,रति-कामदेव,-
07,015,1,,-,अभूत_को,-
07,015,1,,तथाहि,इसीलिये,-
07,015,1,,इयम्,यह,-
07,015,1,,बाला,लडकी,-
07,015,1,,राज्ञां,राजाओं_का,-
07,015,1,,सहस्रेषु,सहस्रेषु-आत्म-प्रति-रूप_को,-
07,015,1,,एव,ही,-
07,015,1,,गतेयमात्मप्रतिरूपमेव,गयी_हुई,-
07,015,1,,हि,हि,-
07,015,1,,मनो,मन,-
07,015,1,,जन्म-अन्तर-सङ्गतिज्ञम्,जन्म-अन्तर-,-
07,015,1,,(-),होता_है,-
07,016,1,,इत्युद्गताः,ऐसा,-
07,016,1,,पोरवधूमुखेभ्यः,पोर-बहू-मुखों_को,-
07,016,1,,-,-,-
07,016,1,,श्रोत्रसुखाः,कान-सुख,-
07,016,1,,-,कथायें,-
07,016,1,,शृण्वन्कथाः,-,-
07,016,1,,कुमारः,कुमार,-
07,016,1,,मङ्गलसंविधाभिः,मङ्गल-सं-विधाओं_से,-
07,016,1,,उद्भासितं,-,-
07,016,1,,सम्बन्धिनः,सम्बन्धी,-
07,016,1,,सद्म,घर,-
07,016,1,,समाससाद,-,-
07,021,1,,स,वह,-
07,021,1,,राज-सूनुः,राजा-पुत्र,-
07,021,1,,हस्तेन,हाथ_के_द्वारा,-
07,021,1,,वध्वाः,बहू_के,-
07,021,1,,हस्तम्,हाथ_को,-
07,021,1,,परिगृह्य,परि-गृह्य,-
07,021,1,,अनन्तरा-अशोक-लता-प्रवालम्,अन्तर_रतित-अशोक-बेल-प्रवाल,-
07,021,1,,प्राप्येव,प्राप्य-जैसे,-
07,021,1,,चूतः,चूत,-
07,021,1,,प्रतिपल्लवेन,प्रति-पल्लव_से,-
07,021,1,,सुतराम्,अत्यन्त,-
07,021,1,,चकासे,-,-
07,021,1,,-,-,-
07,021,1,,(-),-,-
07,022,1,,आसीद्वरः,श्रेष्ठ,-
07,022,1,,कण्टकितप्रकोष्ठः,काँटेदार-कमरा,-
07,022,1,,-,था,-
07,022,1,,कुमारी,कन्या,-
07,022,1,,स्विन्नाङ्गुलिः,स्विन्न-अँगुली,-
07,022,1,,संववृते,सम्_वृत्1_अप्_स्क्या,-
07,022,1,,तत्क्षणमात्मवृत्तिः,तुरन्त_को,-
07,022,1,,मनोभवेन,मन-संसार_से,-
07,022,1,,तस्मिन्द्वये,उसमें,-
07,022,1,,-,दोहरे,-
07,022,1,,-,आत्म-अस्तित्व,-
07,022,1,,समं,-,-
07,022,1,,विभक्तेव,वि_भज्1_प्प्_स्केगा,-
07,022,1,,-,जैसे,-
07,023,1,,तयोरपाङ्गप्रतिसारितानि,उन दोनोंकी ,-
07,023,1,,--,लंबायमान ,-
07,023,1,,क्रियासमापत्तिनिवर्तितानि,अभिलाषा की प्राप्ति से निश्चित हुई,-
07,023,1,,--,परस्पर तृष्णावाली ,-
07,023,1,,विलोचनानि,आँखें ,-
07,023,1,,मनोज्ञामन्योन्यलोलानि,मनोहर ,-
07,023,1,,ह्रीयन्त्रणामानशिरे,लज्जा को,-
07,023,1,,--,प्राप्त हुईं ,-
07,024,1,,--,वह,-
07,024,1,,--,जोड़ा,-
07,024,1,,--,उठी हुई लपटवाली,-
07,024,1,,--,अग्नि की,-
07,024,1,,प्रदक्षिणप्रक्रमणात्कृशानोरुदर्चिषस्तन्मिथुनं,प्रदक्षिणा करने से ,-
07,024,1,,--,मेरु_के,-
07,024,1,,मेरोरुपान्तेष्विव,चारों ओर ,-
07,024,1,,--,भ्रमण करते ,-
07,024,1,,--,परस्पर मिले हुए ,-
07,024,1,,--,दिन,-
07,024,1,,वर्तमानमन्योन्यसंसक्तमहस्त्रियामम्,रात की तरह ,-
07,024,1,,चकासे,शोभित हुआ ,-
07,024,1,,(--),परस्पर मिले हुए ,-
07,025,1,,सा,उस,-
07,025,1,,नितम्बगुर्वी,भारी नितम्ब वाली,-
07,025,1,,मत्तचकोरनेत्रा,उन्मत्त चकोर के नेत्रो के समान नेत्रो वाली ,-
07,025,1,,लज्जावती,लजीली (शर्मीली),-
07,025,1,,वधूर्विधातृप्रतिमेन,वधू (इन्दुमती) ने,-
07,025,1,,तेन,उस (के द्वारा),-
07,025,1,,---,ब्रह्मा के समान,-
07,025,1,,गुरुणा,गुरु (पुरोहित) द्वारा,-
07,025,1,,प्रयुक्ता,(हवन के लिए) नियुक्त की हुइ,-
07,025,1,,---,अग्नि_में,-
07,025,1,,लाजविसर्गमग्नौ,धान के लावों से (को),-
07,025,1,,चकार,(हवन) किया (छोडा),-
07,026,1,,हविःशमीपल्लवलाजगन्धी,"घी (आदि हवनीय पदार्थ), शमी वृक्ष की पत्ती, (तथा) धान के लावा की सुगन्धि वाला",-
07,026,1,,कृशानोरुदियाय,अग्नि से,-
07,026,1,,---,प्रादुर्भूत हुआ,-
07,026,1,,स,वह,-
07,026,1,,पुण्यः,पवित्र,-
