key,text
cantoList.SV-26[17].trRows[6].tdColumns[0].className,n3
cantoList.SV-26[17].trRows[6].tdColumns[0].data,by merits
cantoList.SV-26[17].trRows[7].tdColumns[0].row,row8
cantoList.SV-26[17].trRows[7].tdColumns[0].className,n3
cantoList.SV-26[17].trRows[7].tdColumns[0].data,-
cantoList.SV-26[17].trRows[8].tdColumns[0].row,row9
cantoList.SV-26[17].trRows[8].tdColumns[0].className,n3
cantoList.SV-26[17].trRows[9].tdColumns[0].row,row12
cantoList.SV-26[17].trRows[9].tdColumns[0].className,n3
cantoList.SV-26[18].trRows[0].tdColumns[0].row,row1
cantoList.SV-26[18].trRows[0].tdColumns[0].className,n1
cantoList.SV-26[18].trRows[0].tdColumns[0].data,कृतम्.
cantoList.SV-26[18].trRows[1].tdColumns[0].row,row2
cantoList.SV-26[18].trRows[1].tdColumns[0].className,n1
cantoList.SV-26[18].trRows[1].tdColumns[0].data,कृतम् 
cantoList.SV-26[18].trRows[2].tdColumns[0].row,row3
cantoList.SV-26[18].trRows[2].tdColumns[0].className,n1
cantoList.SV-26[18].trRows[2].tdColumns[0].data,कृत्{पुं}{2;एक}/कृत{नपुं}{1;एक}/कृत{नपुं}{2;एक}/कृत{पुं}{2;एक}. 
cantoList.SV-26[18].trRows[3].tdColumns[0].row,row4
cantoList.SV-26[18].trRows[3].tdColumns[0].className,n1
cantoList.SV-26[18].trRows[3].tdColumns[0].data,<a (click)=showDic('कृ3')>कृ3</a>{कृत्_प्रत्ययः:क्त;डुकृञ्;तनादिः;नपुं}{1;एक}.
cantoList.SV-26[18].trRows[4].tdColumns[0].row,row5
cantoList.SV-26[18].trRows[4].tdColumns[0].className,n1
cantoList.SV-26[18].trRows[4].tdColumns[0].data,"<a href=""javascript:show('')"">0</a>"
cantoList.SV-26[18].trRows[5].tdColumns[0].row,row6
cantoList.SV-26[18].trRows[5].tdColumns[0].className,n1
cantoList.SV-26[18].trRows[5].tdColumns[0].data,किया_हुआ.
cantoList.SV-26[18].trRows[6].tdColumns[0].row,row7
cantoList.SV-26[18].trRows[6].tdColumns[0].className,n1
cantoList.SV-26[18].trRows[6].tdColumns[0].data,done in the past.
cantoList.SV-26[18].trRows[7].tdColumns[0].row,row8
cantoList.SV-26[18].trRows[7].tdColumns[0].className,n1
cantoList.SV-26[18].trRows[7].tdColumns[0].data,-
cantoList.SV-26[18].trRows[8].tdColumns[0].row,row9
cantoList.SV-26[18].trRows[8].tdColumns[0].className,n1
cantoList.SV-26[18].trRows[8].tdColumns[0].data,सकर्मककर्तरि
cantoList.SV-26[18].trRows[9].tdColumns[0].row,row12
cantoList.SV-26[18].trRows[9].tdColumns[0].className,n1
cantoList.SV-27[0].trRows[0].tdColumns[0].row,row1
cantoList.SV-27[0].trRows[0].tdColumns[0].className,number
cantoList.SV-27[0].trRows[0].tdColumns[0].data,"<a htext=""html/SV-I/SV-27/27.jpg""  target=""_blank"" onmouseout=""UnTip()"" onmouseover=""Tip('<center><img src=html/SV-I/SV-27/27.jpg></center>',FONTSIZE,'18pt',HEIGHT,400,STICKY,true,CLOSEBTN,true) "">27.A</a>"
cantoList.SV-27[0].trRows[0].tdColumns[0].tooltipImage,html/SV-I/SV-27/27.jpg
cantoList.SV-27[0].trRows[0].tdColumns[1].row,row1
cantoList.SV-27[0].trRows[0].tdColumns[1].className,n7
cantoList.SV-27[0].trRows[0].tdColumns[1].data,जगति
cantoList.SV-27[0].trRows[1].tdColumns[0].row,row2
cantoList.SV-27[0].trRows[1].tdColumns[0].className,number
cantoList.SV-27[0].trRows[1].tdColumns[0].data,27.B</a>
cantoList.SV-27[0].trRows[1].tdColumns[1].row,row2
cantoList.SV-27[0].trRows[1].tdColumns[1].className,n7
cantoList.SV-27[0].trRows[1].tdColumns[1].data,जगति 
cantoList.SV-27[0].trRows[2].tdColumns[0].row,row3
cantoList.SV-27[0].trRows[2].tdColumns[0].className,number
cantoList.SV-27[0].trRows[2].tdColumns[0].data,27.C</a>
cantoList.SV-27[0].trRows[2].tdColumns[1].row,row3
cantoList.SV-27[0].trRows[2].tdColumns[1].className,n7
cantoList.SV-27[0].trRows[2].tdColumns[1].data,जगत्{पुं}{7;एक}/जगत्{नपुं}{7;एक}/जगती{स्त्री}{8;एक} 
cantoList.SV-27[0].trRows[3].tdColumns[0].row,row4
cantoList.SV-27[0].trRows[3].tdColumns[0].className,number
cantoList.SV-27[0].trRows[3].tdColumns[0].data,27.D</a>
cantoList.SV-27[0].trRows[3].tdColumns[1].row,row4
cantoList.SV-27[0].trRows[3].tdColumns[1].className,n7
cantoList.SV-27[0].trRows[3].tdColumns[1].data,<a (click)=showDic('जगत्')>जगत्</a>{न.पुं}{7;एक}
cantoList.SV-27[0].trRows[4].tdColumns[0].row,row5
cantoList.SV-27[0].trRows[4].tdColumns[0].className,number
cantoList.SV-27[0].trRows[4].tdColumns[0].data,27.E</a>
cantoList.SV-27[0].trRows[4].tdColumns[1].row,row5
cantoList.SV-27[0].trRows[4].tdColumns[1].className,n7
cantoList.SV-27[0].trRows[4].tdColumns[1].data,"अधिकरणम्,8"
cantoList.SV-27[0].trRows[5].tdColumns[0].row,row6
cantoList.SV-27[0].trRows[5].tdColumns[0].className,number
cantoList.SV-27[0].trRows[5].tdColumns[0].data,27.F</a>
cantoList.SV-27[0].trRows[5].tdColumns[1].row,row6
cantoList.SV-27[0].trRows[5].tdColumns[1].className,n7
cantoList.SV-27[0].trRows[5].tdColumns[1].data,विश्व_में 
cantoList.SV-27[0].trRows[6].tdColumns[0].row,row7
cantoList.SV-27[0].trRows[6].tdColumns[0].className,number
cantoList.SV-27[0].trRows[6].tdColumns[0].data,27.G</a>
cantoList.SV-27[0].trRows[6].tdColumns[1].row,row7
cantoList.SV-27[0].trRows[6].tdColumns[1].className,n7
cantoList.SV-27[0].trRows[6].tdColumns[1].data,in the world
cantoList.SV-27[0].trRows[7].tdColumns[0].row,row8
cantoList.SV-27[0].trRows[7].tdColumns[0].className,number
cantoList.SV-27[0].trRows[7].tdColumns[0].data,27.H
cantoList.SV-27[0].trRows[7].tdColumns[1].row,row8
cantoList.SV-27[0].trRows[7].tdColumns[1].className,n7
cantoList.SV-27[0].trRows[8].tdColumns[0].row,row9
cantoList.SV-27[0].trRows[8].tdColumns[0].className,number
cantoList.SV-27[0].trRows[8].tdColumns[0].data,27.I</a>
cantoList.SV-27[0].trRows[8].tdColumns[1].row,row9
cantoList.SV-27[0].trRows[8].tdColumns[1].className,n7
cantoList.SV-27[0].trRows[9].tdColumns[0].row,row10
cantoList.SV-27[0].trRows[9].tdColumns[0].className,number
cantoList.SV-27[0].trRows[9].tdColumns[0].data,27.J</a>
cantoList.SV-27[0].trRows[9].tdColumns[1].row,row10
cantoList.SV-27[0].trRows[9].tdColumns[1].className,n7
cantoList.SV-27[0].trRows[10].tdColumns[0].row,row11
cantoList.SV-27[0].trRows[10].tdColumns[0].className,number
cantoList.SV-27[0].trRows[10].tdColumns[0].data,27.K</a>
cantoList.SV-27[0].trRows[10].tdColumns[1].row,row11
cantoList.SV-27[0].trRows[10].tdColumns[1].className,n7
cantoList.SV-27[0].trRows[11].tdColumns[0].row,row12
cantoList.SV-27[0].trRows[11].tdColumns[0].className,number
cantoList.SV-27[0].trRows[11].tdColumns[0].data,27.L</a>
cantoList.SV-27[0].trRows[11].tdColumns[1].row,row12
cantoList.SV-27[0].trRows[11].tdColumns[1].className,n7
cantoList.SV-27[1].trRows[0].tdColumns[0].row,row1
cantoList.SV-27[1].trRows[0].tdColumns[0].className,n3
cantoList.SV-27[1].trRows[0].tdColumns[0].data,अपर्याप्त-सहस्रभानुना
cantoList.SV-27[1].trRows[1].tdColumns[0].row,row2
cantoList.SV-27[1].trRows[1].tdColumns[0].className,n3
cantoList.SV-27[1].trRows[1].tdColumns[0].data,अपर्याप्तसहस्रभानुना 
cantoList.SV-27[1].trRows[2].tdColumns[0].row,row3
cantoList.SV-27[1].trRows[2].tdColumns[0].className,n3
cantoList.SV-27[1].trRows[2].tdColumns[0].data,अपर्याप्त-सहस्रभानु{पुं}{3;एक}/सहस्रभानु{नपुं}{3;एक} 
cantoList.SV-27[1].trRows[3].tdColumns[0].row,row4
cantoList.SV-27[1].trRows[3].tdColumns[0].className,n3
cantoList.SV-27[1].trRows[3].tdColumns[0].data,<a (click)=showDic('अपर्याप्त')>अपर्याप्त</a>-<a (click)=showDic('सहस्रभानु')>सहस्रभानु</a>{पुं}{3;एक} 
cantoList.SV-27[1].trRows[4].tdColumns[0].row,row5
cantoList.SV-27[1].trRows[4].tdColumns[0].className,n3
cantoList.SV-27[1].trRows[4].tdColumns[0].data,"<a href=""javascript:show('विशेषणम्,')"">विशेषणम्,3</a>"
cantoList.SV-27[1].trRows[5].tdColumns[0].row,row6
cantoList.SV-27[1].trRows[5].tdColumns[0].className,n3
cantoList.SV-27[1].trRows[5].tdColumns[0].data,अपर्याप्त-सहस्रकिरणों_वाले
cantoList.SV-27[1].trRows[6].tdColumns[0].row,row7
cantoList.SV-27[1].trRows[6].tdColumns[0].className,n3
cantoList.SV-27[1].trRows[6].tdColumns[0].data,with boundless thousands of rays
cantoList.SV-27[1].trRows[7].tdColumns[0].row,row8
cantoList.SV-27[1].trRows[7].tdColumns[0].className,n3
cantoList.SV-27[1].trRows[7].tdColumns[0].data,"<a htext=""html/SV-I/SV-27/samaasa1.jpg""   target=""_blank"" onmouseout=""UnTip()"" onmouseover=""Tip('<center><img src=html/SV-I/SV-27/samaasa1.jpg></center>',FONTSIZE,'18pt',HEIGHT,300,STICKY,true,CLOSEBTN,true) ""><<<न-पर्याप्त>Tn-सहस्र>Bs6-भानुः>T3</a>"
cantoList.SV-27[1].trRows[7].tdColumns[0].tooltipImage,html/SV-I/SV-27/samaasa1.jpg
cantoList.SV-27[1].trRows[8].tdColumns[0].row,row9
cantoList.SV-27[1].trRows[8].tdColumns[0].className,n3
cantoList.SV-27[1].trRows[9].tdColumns[0].row,row12
cantoList.SV-27[1].trRows[9].tdColumns[0].className,n3
cantoList.SV-27[2].trRows[0].tdColumns[0].row,row1
cantoList.SV-27[2].trRows[0].tdColumns[0].className,n3
cantoList.SV-27[2].trRows[0].tdColumns[0].data,भानुना
cantoList.SV-27[2].trRows[1].tdColumns[0].row,row2
cantoList.SV-27[2].trRows[1].tdColumns[0].className,n3
cantoList.SV-27[2].trRows[1].tdColumns[0].data,भानुना 
cantoList.SV-27[2].trRows[2].tdColumns[0].row,row3
cantoList.SV-27[2].trRows[2].tdColumns[0].className,n3
cantoList.SV-27[2].trRows[2].tdColumns[0].data,भानु{पुं}{3;एक} 
cantoList.SV-27[2].trRows[3].tdColumns[0].row,row4
cantoList.SV-27[2].trRows[3].tdColumns[0].className,n3
cantoList.SV-27[2].trRows[3].tdColumns[0].data,<a (click)=showDic('भानु')>भानु</a>{पुं}{3;एक} 
cantoList.SV-27[2].trRows[4].tdColumns[0].row,row5
cantoList.SV-27[2].trRows[4].tdColumns[0].className,n3
cantoList.SV-27[2].trRows[4].tdColumns[0].data,"<a href=""javascript:show('कर्ता,')"">कर्ता,8</a>"
cantoList.SV-27[2].trRows[5].tdColumns[0].row,row6
cantoList.SV-27[2].trRows[5].tdColumns[0].className,n3
cantoList.SV-27[2].trRows[5].tdColumns[0].data,भानु_के_द्वारा 
cantoList.SV-27[2].trRows[6].tdColumns[0].row,row7
cantoList.SV-27[2].trRows[6].tdColumns[0].className,n3
cantoList.SV-27[2].trRows[6].tdColumns[0].data,by the Sun
cantoList.SV-27[2].trRows[7].tdColumns[0].row,row8
cantoList.SV-27[2].trRows[7].tdColumns[0].className,n3
cantoList.SV-27[2].trRows[7].tdColumns[0].data,-
cantoList.SV-27[2].trRows[8].tdColumns[0].row,row9
cantoList.SV-27[2].trRows[8].tdColumns[0].className,n3
cantoList.SV-27[2].trRows[9].tdColumns[0].row,row12
cantoList.SV-27[2].trRows[9].tdColumns[0].className,n3
cantoList.SV-27[3].trRows[0].tdColumns[0].row,row1
cantoList.SV-27[3].trRows[0].tdColumns[0].className,n1
cantoList.SV-27[3].trRows[0].tdColumns[0].data,यत्
cantoList.SV-27[3].trRows[1].tdColumns[0].row,row2
cantoList.SV-27[3].trRows[1].tdColumns[0].className,n1
cantoList.SV-27[3].trRows[1].tdColumns[0].data,यत् 
cantoList.SV-27[3].trRows[2].tdColumns[0].row,row3
cantoList.SV-27[3].trRows[2].tdColumns[0].className,n1
cantoList.SV-27[3].trRows[2].tdColumns[0].data,यद्{नपुं}{1;एक}/यद्{नपुं}{2;एक}/यत्{अव्य}/यत्{अव्य} 
cantoList.SV-27[3].trRows[3].tdColumns[0].row,row4
cantoList.SV-27[3].trRows[3].tdColumns[0].className,n1
cantoList.SV-27[3].trRows[3].tdColumns[0].data,<a (click)=showDic('यद्')>यद्</a>{नपुं}{1;एक} 
cantoList.SV-27[3].trRows[4].tdColumns[0].row,row5
cantoList.SV-27[3].trRows[4].tdColumns[0].className,n1
cantoList.SV-27[3].trRows[4].tdColumns[0].data,"<a href=""javascript:show('नित्यसम्बन्धः,')"">नित्यसम्बन्धः,10</a>"
cantoList.SV-27[3].trRows[5].tdColumns[0].row,row6
cantoList.SV-27[3].trRows[5].tdColumns[0].className,n1
cantoList.SV-27[3].trRows[5].tdColumns[0].data,जिस
cantoList.SV-27[3].trRows[6].tdColumns[0].row,row7
cantoList.SV-27[3].trRows[6].tdColumns[0].className,n1
cantoList.SV-27[3].trRows[6].tdColumns[0].data,which
cantoList.SV-27[3].trRows[7].tdColumns[0].row,row8
cantoList.SV-27[3].trRows[7].tdColumns[0].className,n1
cantoList.SV-27[3].trRows[7].tdColumns[0].data,-
cantoList.SV-27[3].trRows[8].tdColumns[0].row,row9
cantoList.SV-27[3].trRows[8].tdColumns[0].className,n1
cantoList.SV-27[3].trRows[9].tdColumns[0].row,row12
cantoList.SV-27[3].trRows[9].tdColumns[0].className,n1
cantoList.SV-27[4].trRows[0].tdColumns[0].row,row1
cantoList.SV-27[4].trRows[0].tdColumns[0].className,n1
cantoList.SV-27[4].trRows[0].tdColumns[0].data,तमः
cantoList.SV-27[4].trRows[1].tdColumns[0].row,row2
cantoList.SV-27[4].trRows[1].tdColumns[0].className,n1
cantoList.SV-27[4].trRows[1].tdColumns[0].data,तमः 
cantoList.SV-27[4].trRows[2].tdColumns[0].row,row3
cantoList.SV-27[4].trRows[2].tdColumns[0].className,n1
cantoList.SV-27[4].trRows[2].tdColumns[0].data,तम{पुं}{1;एक}/तमस्{नपुं}{1;एक}/तमस्{नपुं}{2;एक} 
cantoList.SV-27[4].trRows[3].tdColumns[0].row,row4
cantoList.SV-27[4].trRows[3].tdColumns[0].className,n1
cantoList.SV-27[4].trRows[3].tdColumns[0].data,<a (click)=showDic('तमस्')>तमस्</a>{नपुं}{1;एक} 
cantoList.SV-27[4].trRows[4].tdColumns[0].row,row5
cantoList.SV-27[4].trRows[4].tdColumns[0].className,n1
cantoList.SV-27[4].trRows[4].tdColumns[0].data,"<a href=""javascript:show('कर्म,')"">कर्म,6</a>"
cantoList.SV-27[4].trRows[5].tdColumns[0].row,row6
cantoList.SV-27[4].trRows[5].tdColumns[0].className,n1
cantoList.SV-27[4].trRows[5].tdColumns[0].data,अन्धकार_को
cantoList.SV-27[4].trRows[6].tdColumns[0].row,row7
cantoList.SV-27[4].trRows[6].tdColumns[0].className,n1
cantoList.SV-27[4].trRows[6].tdColumns[0].data,darkness
cantoList.SV-27[4].trRows[7].tdColumns[0].row,row8
cantoList.SV-27[4].trRows[7].tdColumns[0].className,n1
cantoList.SV-27[4].trRows[7].tdColumns[0].data,-
cantoList.SV-27[4].trRows[8].tdColumns[0].row,row9
cantoList.SV-27[4].trRows[8].tdColumns[0].className,n1
cantoList.SV-27[4].trRows[9].tdColumns[0].row,row12
cantoList.SV-27[4].trRows[9].tdColumns[0].className,n1
cantoList.SV-27[5].trRows[0].tdColumns[0].row,row1
cantoList.SV-27[5].trRows[0].tdColumns[0].className,NA
cantoList.SV-27[5].trRows[0].tdColumns[0].data,नियन्तुं
cantoList.SV-27[5].trRows[1].tdColumns[0].row,row2
cantoList.SV-27[5].trRows[1].tdColumns[0].className,NA
cantoList.SV-27[5].trRows[1].tdColumns[0].data,नियन्तुं
cantoList.SV-27[5].trRows[2].tdColumns[0].row,row3
cantoList.SV-27[5].trRows[2].tdColumns[0].className,NA
cantoList.SV-27[5].trRows[2].tdColumns[0].data,नि_यम्1{कृत्_प्रत्ययः:तुमुन्;यमोँ;भ्वादिः}
cantoList.SV-27[5].trRows[3].tdColumns[0].row,row4
cantoList.SV-27[5].trRows[3].tdColumns[0].className,NA
cantoList.SV-27[5].trRows[3].tdColumns[0].data,<a (click)=showDic('नि')>नि</a>_<a (click)=showDic('यम्1')>यम्1</a>{कृत्_प्रत्ययः:तुमुन्;यमोँ;भ्वादिः}
cantoList.SV-27[5].trRows[4].tdColumns[0].row,row5
cantoList.SV-27[5].trRows[4].tdColumns[0].className,NA
cantoList.SV-27[5].trRows[4].tdColumns[0].data,"<a href=""javascript:show('प्रयोजनम्,')"">प्रयोजनम्,8</a>"
cantoList.SV-27[5].trRows[5].tdColumns[0].row,row6
cantoList.SV-27[5].trRows[5].tdColumns[0].className,NA
cantoList.SV-27[5].trRows[5].tdColumns[0].data,दूर_करना
cantoList.SV-27[5].trRows[6].tdColumns[0].row,row7
cantoList.SV-27[5].trRows[6].tdColumns[0].className,NA
cantoList.SV-27[5].trRows[6].tdColumns[0].data,to control
cantoList.SV-27[5].trRows[7].tdColumns[0].row,row8
cantoList.SV-27[5].trRows[7].tdColumns[0].className,NA
cantoList.SV-27[5].trRows[7].tdColumns[0].data,-
cantoList.SV-27[5].trRows[8].tdColumns[0].row,row9
cantoList.SV-27[5].trRows[8].tdColumns[0].className,NA
cantoList.SV-27[5].trRows[9].tdColumns[0].row,row12
cantoList.SV-27[5].trRows[9].tdColumns[0].className,NA
cantoList.SV-27[6].trRows[0].tdColumns[0].row,row1
cantoList.SV-27[6].trRows[0].tdColumns[0].className,NA
cantoList.SV-27[6].trRows[0].tdColumns[0].data,न
cantoList.SV-27[6].trRows[1].tdColumns[0].row,row2
cantoList.SV-27[6].trRows[1].tdColumns[0].className,NA
cantoList.SV-27[6].trRows[1].tdColumns[0].data,न 
cantoList.SV-27[6].trRows[2].tdColumns[0].row,row3
cantoList.SV-27[6].trRows[2].tdColumns[0].className,NA
cantoList.SV-27[6].trRows[2].tdColumns[0].data,न{अव्य} 
cantoList.SV-27[6].trRows[3].tdColumns[0].row,row4
cantoList.SV-27[6].trRows[3].tdColumns[0].className,NA
cantoList.SV-27[6].trRows[3].tdColumns[0].data,<a (click)=showDic('न')>न</a>{अव्य} 
cantoList.SV-27[6].trRows[4].tdColumns[0].row,row5
cantoList.SV-27[6].trRows[4].tdColumns[0].className,NA
cantoList.SV-27[6].trRows[4].tdColumns[0].data,"<a href=""javascript:show('सम्बन्धः,')"">सम्बन्धः,8</a>"
cantoList.SV-27[6].trRows[5].tdColumns[0].row,row6
cantoList.SV-27[6].trRows[5].tdColumns[0].className,NA
cantoList.SV-27[6].trRows[5].tdColumns[0].data,नहीं
cantoList.SV-27[6].trRows[6].tdColumns[0].row,row7
cantoList.SV-27[6].trRows[6].tdColumns[0].className,NA
cantoList.SV-27[6].trRows[6].tdColumns[0].data,cannot
cantoList.SV-27[6].trRows[7].tdColumns[0].row,row8
cantoList.SV-27[6].trRows[7].tdColumns[0].className,NA
cantoList.SV-27[6].trRows[7].tdColumns[0].data,-
cantoList.SV-27[6].trRows[8].tdColumns[0].row,row9
cantoList.SV-27[6].trRows[8].tdColumns[0].className,NA
cantoList.SV-27[6].trRows[9].tdColumns[0].row,row12
cantoList.SV-27[6].trRows[9].tdColumns[0].className,NA
cantoList.SV-27[7].trRows[0].tdColumns[0].row,row1
cantoList.SV-27[7].trRows[0].tdColumns[0].className,v
cantoList.SV-27[7].trRows[0].tdColumns[0].data,समभावि
cantoList.SV-27[7].trRows[1].tdColumns[0].row,row2
cantoList.SV-27[7].trRows[1].tdColumns[0].className,v
cantoList.SV-27[7].trRows[1].tdColumns[0].data,समभावि 
cantoList.SV-27[7].trRows[2].tdColumns[0].row,row3
cantoList.SV-27[7].trRows[2].tdColumns[0].className,v
cantoList.SV-27[7].trRows[2].tdColumns[0].data,सम्_अस्2{भावे;लुङ्;प्र;एक;आत्मनेपदी;असँ;अदादिः}/सम्_भू1{कर्मणि;लुङ्;प्र;एक;आत्मनेपदी;भू;भ्वादिः} 
cantoList.SV-27[7].trRows[3].tdColumns[0].row,row4
cantoList.SV-27[7].trRows[3].tdColumns[0].className,v
cantoList.SV-27[7].trRows[3].tdColumns[0].data,<a (click)=showDic('सम्')>सम्</a>_<a (click)=showDic('भू1')>भू1</a>{भावे;लुङ्;प्र;एक;आत्मनेपदी;भू;भ्वादिः} 
cantoList.SV-27[7].trRows[4].tdColumns[0].row,row5
cantoList.SV-27[7].trRows[4].tdColumns[0].className,v
cantoList.SV-27[7].trRows[4].tdColumns[0].data,"<a href=""javascript:show('प्रतियोगी,')"">प्रतियोगी,9</a>"
cantoList.SV-27[7].trRows[5].tdColumns[0].row,row6
cantoList.SV-27[7].trRows[5].tdColumns[0].className,v
cantoList.SV-27[7].trRows[5].tdColumns[0].data,सम्भव_नहीं_हो 
cantoList.SV-27[7].trRows[6].tdColumns[0].row,row7
cantoList.SV-27[7].trRows[6].tdColumns[0].className,v
cantoList.SV-27[7].trRows[6].tdColumns[0].data,possible
cantoList.SV-27[7].trRows[7].tdColumns[0].row,row8
cantoList.SV-27[7].trRows[7].tdColumns[0].className,v
cantoList.SV-27[7].trRows[7].tdColumns[0].data,"<a htext=""html/SV-I/SV-27/samaasa2.jpg""   target=""_blank"" onmouseout=""UnTip()"" onmouseover=""Tip('<center><img src=html/SV-I/SV-27/samaasa2.jpg></center>',FONTSIZE,'18pt',HEIGHT,300,STICKY,true,CLOSEBTN,true) ""><अ-उत्तमम्>Bsmn</a>"
cantoList.SV-27[7].trRows[7].tdColumns[0].tooltipImage,html/SV-I/SV-27/samaasa2.jpg
cantoList.SV-27[7].trRows[8].tdColumns[0].row,row9
cantoList.SV-27[7].trRows[8].tdColumns[0].className,v
cantoList.SV-27[7].trRows[8].tdColumns[0].data,भावे
cantoList.SV-27[7].trRows[9].tdColumns[0].row,row12
cantoList.SV-27[7].trRows[9].tdColumns[0].className,v
cantoList.SV-27[8].trRows[0].tdColumns[0].row,row1
cantoList.SV-27[8].trRows[0].tdColumns[0].className,n1
cantoList.SV-27[8].trRows[0].tdColumns[0].data,अनुत्तमम्
cantoList.SV-27[8].trRows[1].tdColumns[0].row,row2
cantoList.SV-27[8].trRows[1].tdColumns[0].className,n1
cantoList.SV-27[8].trRows[1].tdColumns[0].data,अनुत्तमम् 
cantoList.SV-27[8].trRows[2].tdColumns[0].row,row3
cantoList.SV-27[8].trRows[2].tdColumns[0].className,n1
cantoList.SV-27[8].trRows[2].tdColumns[0].data,अनुत्तम{नपुं}{1;एक}/अनुत्तम{नपुं}{2;एक} 
cantoList.SV-27[8].trRows[3].tdColumns[0].row,row4
cantoList.SV-27[8].trRows[3].tdColumns[0].className,n1
cantoList.SV-27[8].trRows[3].tdColumns[0].data,<a (click)=showDic('अनुत्तम')>अनुत्तम</a>{नपुं}{1;एक} 
cantoList.SV-27[8].trRows[4].tdColumns[0].row,row5
cantoList.SV-27[8].trRows[4].tdColumns[0].className,n1
cantoList.SV-27[8].trRows[4].tdColumns[0].data,"<a href=""javascript:show('अनुयोगी,')"">अनुयोगी,10</a>"
cantoList.SV-27[8].trRows[5].tdColumns[0].row,row6
cantoList.SV-27[8].trRows[5].tdColumns[0].className,n1
cantoList.SV-27[8].trRows[5].tdColumns[0].data,सबसे बडे
cantoList.SV-27[8].trRows[6].tdColumns[0].row,row7
cantoList.SV-27[8].trRows[6].tdColumns[0].className,n1
cantoList.SV-27[8].trRows[6].tdColumns[0].data,the greatest
cantoList.SV-27[8].trRows[7].tdColumns[0].row,row8
cantoList.SV-27[8].trRows[7].tdColumns[0].className,n1
cantoList.SV-27[8].trRows[7].tdColumns[0].data,-
cantoList.SV-27[8].trRows[8].tdColumns[0].row,row9
cantoList.SV-27[8].trRows[8].tdColumns[0].className,n1
cantoList.SV-27[8].trRows[9].tdColumns[0].row,row12
cantoList.SV-27[8].trRows[9].tdColumns[0].className,n1
cantoList.SV-27[9].trRows[0].tdColumns[0].row,row1
cantoList.SV-27[9].trRows[0].tdColumns[0].className,n1
cantoList.SV-27[9].trRows[0].tdColumns[0].data,अदः
cantoList.SV-27[9].trRows[1].tdColumns[0].row,row2
cantoList.SV-27[9].trRows[1].tdColumns[0].className,n1
cantoList.SV-27[9].trRows[1].tdColumns[0].data,अदः 
cantoList.SV-27[9].trRows[2].tdColumns[0].row,row3
cantoList.SV-27[9].trRows[2].tdColumns[0].className,n1
cantoList.SV-27[9].trRows[2].tdColumns[0].data,अदस्{नपुं}{1;एक}/अदस्{नपुं}{2;एक}/अद{पुं}{1;एक}/अदस्{स्त्री}{1;एक} 
cantoList.SV-27[9].trRows[3].tdColumns[0].row,row4
cantoList.SV-27[9].trRows[3].tdColumns[0].className,n1
cantoList.SV-27[9].trRows[3].tdColumns[0].data,<a (click)=showDic('अदस्')>अदस्</a>{नपुं}{1;एक} 
cantoList.SV-27[9].trRows[4].tdColumns[0].row,row5
cantoList.SV-27[9].trRows[4].tdColumns[0].className,n1
cantoList.SV-27[9].trRows[4].tdColumns[0].data,"<a href=""javascript:show('सम्बन्धः,')"">सम्बन्धः,17</a>"
cantoList.SV-27[9].trRows[5].tdColumns[0].row,row6
cantoList.SV-27[9].trRows[5].tdColumns[0].className,n1
cantoList.SV-27[9].trRows[5].tdColumns[0].data,उस
cantoList.SV-27[9].trRows[6].tdColumns[0].row,row7
cantoList.SV-27[9].trRows[6].tdColumns[0].className,n1
cantoList.SV-27[9].trRows[6].tdColumns[0].data,that
cantoList.SV-27[9].trRows[7].tdColumns[0].row,row8
cantoList.SV-27[9].trRows[7].tdColumns[0].className,n1
cantoList.SV-27[9].trRows[7].tdColumns[0].data,-
cantoList.SV-27[9].trRows[8].tdColumns[0].row,row9
cantoList.SV-27[9].trRows[8].tdColumns[0].className,n1
cantoList.SV-27[9].trRows[9].tdColumns[0].row,row12
cantoList.SV-27[9].trRows[9].tdColumns[0].className,n1
cantoList.SV-27[10].trRows[0].tdColumns[0].row,row1
cantoList.SV-27[10].trRows[0].tdColumns[0].className,n1
cantoList.SV-27[10].trRows[0].tdColumns[0].data,(तमः)
cantoList.SV-27[10].trRows[1].tdColumns[0].row,row2
cantoList.SV-27[10].trRows[1].tdColumns[0].className,n1
cantoList.SV-27[10].trRows[1].tdColumns[0].data,तमः
cantoList.SV-27[10].trRows[2].tdColumns[0].row,row3
cantoList.SV-27[10].trRows[2].tdColumns[0].className,n1
cantoList.SV-27[10].trRows[2].tdColumns[0].data,तम{पुं}{1;एक}/तमस्{नपुं}{1;एक}/तमस्{नपुं}{2;एक} 
cantoList.SV-27[10].trRows[3].tdColumns[0].row,row4
cantoList.SV-27[10].trRows[3].tdColumns[0].className,n1
cantoList.SV-27[10].trRows[3].tdColumns[0].data,<a (click)=showDic('तमस्')>तमस्</a>{नपुं}{1;एक} 
cantoList.SV-27[10].trRows[4].tdColumns[0].row,row5
cantoList.SV-27[10].trRows[4].tdColumns[0].className,n1
cantoList.SV-27[10].trRows[4].tdColumns[0].data,"<a href=""javascript:show('कर्ता,')"">कर्ता,15</a>"
cantoList.SV-27[10].trRows[5].tdColumns[0].row,row6
cantoList.SV-27[10].trRows[5].tdColumns[0].className,n1
cantoList.SV-27[10].trRows[5].tdColumns[0].data,अन्धकार_को
